
﻿"Item Id";"Item URI";"Dublin Core:Title";"Dublin Core:Creator";"Dublin Core:Contributor";"Dublin Core:Date";"Dublin Core:Date Submitted";"Dublin Core:Publisher";"Dublin Core:Subject";"Dublin Core:Spatial Coverage";"Dublin Core:Temporal Coverage";"Dublin Core:Description";"Dublin Core:Language";"Dublin Core:Type";"Dublin Core:Extent";"Dublin Core:Bibliographic Citation";"Dublin Core:Rights";"Dublin Core:Format";"Dublin Core:Identifier";"Dublin Core:Coverage";"Dublin Core:Alternative Title";"Dublin Core:Abstract";"Dublin Core:Table Of Contents";"Dublin Core:Date Available";"Dublin Core:Date Created";"Dublin Core:Date Accepted";"Dublin Core:Date Copyrighted";"Dublin Core:Date Issued";"Dublin Core:Date Modified";"Dublin Core:Date Valid";"Dublin Core:Conforms To";"Dublin Core:Has Format";"Dublin Core:Has Part";"Dublin Core:Has Version";"Dublin Core:Is Format Of";"Dublin Core:Is Part Of";"Dublin Core:Is Referenced By";"Dublin Core:Is Replaced By";"Dublin Core:Is Required By";"Dublin Core:Is Version Of";"Dublin Core:References";"Dublin Core:Replaces";"Dublin Core:Requires";"Dublin Core:Medium";"Dublin Core:Accrual Method";"Dublin Core:Accrual Periodicity";"Dublin Core:Accrual Policy";"Dublin Core:Audience";"Dublin Core:Audience Education Level";"Dublin Core:Mediator";"Dublin Core:Instructional Method";"Dublin Core:Provenance";"Dublin Core:Source";"Dublin Core:Relation";"Dublin Core:Access Rights";"Dublin Core:License";"Dublin Core:Rights Holder";"Item Type Metadata:Text";"Item Type Metadata:Interviewer";"Item Type Metadata:Interviewee";"Item Type Metadata:Location";"Item Type Metadata:Transcription";"Item Type Metadata:Local URL";"Item Type Metadata:Original Format";"Item Type Metadata:Physical Dimensions";"Item Type Metadata:Duration";"Item Type Metadata:Compression";"Item Type Metadata:Producer";"Item Type Metadata:Director";"Item Type Metadata:Bit Rate/Frequency";"Item Type Metadata:Time Summary";"Item Type Metadata:Email Body";"Item Type Metadata:Subject Line";"Item Type Metadata:From";"Item Type Metadata:To";"Item Type Metadata:CC";"Item Type Metadata:BCC";"Item Type Metadata:Number of Attachments";"Item Type Metadata:Standards";"Item Type Metadata:Objectives";"Item Type Metadata:Materials";"Item Type Metadata:Lesson Plan Text";"Item Type Metadata:URL";"Item Type Metadata:Event Type";"Item Type Metadata:Participants";"Item Type Metadata:Birth Date";"Item Type Metadata:Birthplace";"Item Type Metadata:Death Date";"Item Type Metadata:Occupation";"Item Type Metadata:Biographical Text";"Item Type Metadata:Bibliography";"Item Type Metadata:Director/a";"Item Type Metadata:Lugar de edición";"Item Type Metadata:Filiación institucional";"Item Type Metadata:Título obtenido";"Item Type Metadata:Identificador interno";"Item Type Metadata:Institución otorgante";tags;file;itemType;collection;public;featured
1852;http://repositorio.sociales.uba.ar/items/show/1852;"Papa Francisco R";" Ortiz, Florencia^^ Wenner, María Paz ";"Ontiveros, Diego";2017;2017;"Universidad de Buenos Aires. Facultad de Ciencias Sociales";" Publicidad^^Marketing^^Medios de comunicación de masas^^Comunicación^^Discurso^^ Religión^^Biografías";Argentina;;"En primer lugar hay que revisar un poco la historia de cómo se fue formando esta figura pública que hoy es uno de los líderes más influyentes del mundo. El primer Papa Latinoamericano es el jesuita Mario Bergoglio de 79 años nacido en Argentina. Fue elegido el 13 de marzo de 2013 después de la renuncia de Benedicto XVI. Su nombre de Papa fue autoelegido y es ""Francisco I""...^^Fil: Ortiz, Florencia. Universidad de Buenos Aires. Facultad de Ciencias Sociales. Buenos Aires, Argentina^^Fil:  Wenner, María Paz . Universidad de Buenos Aires. Facultad de Ciencias Sociales. Buenos Aires, Argentina";spa;"info:eu-repo/semantics/bachelorThesis^^info:ar-repo/semantics/tesis de grado^^info:eu-repo/semantics/acceptedVersion";"82 p. ";;"info:eu-repo/semantics/openAccess^^http://creativecommons.org/licenses/by-nc-nd/2.0/deed.es^^Atribución-NoComercial-SinDerivadas 2.0 Genérica (CC BY-NC-ND 2.0) ";application/pdf;http://repositorio.sociales.uba.ar/items/show/1852;ARG;;;"1. Introducción
2. Marketing Personal
3. Branding You
4. Click Francisco
5. Conclusiones
6. Anexos
7. Bibliografía
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Buenos Aires";"Fil: Ortiz, Florencia. Universidad de Buenos Aires. Facultad de Ciencias Sociales. Buenos Aires, Argentina^^Fil:  Wenner, María Paz . Universidad de Buenos Aires. Facultad de Ciencias Sociales. Buenos Aires, Argentina";"Licenciada en Ciencias de la Comunicación";4127;"Universidad de Buenos Aires. Facultad de Ciencias Sociales";"Biografías,Branding,Comunicación,Discurso,Francisco I,Marca,Marketing,Publicidad,Religión";http://repositorio.sociales.uba.ar/files/original/aaa709a16d0648371a0bc224847f49a4.pdf;Tesis;"Tesinas de Ciencias de la Comunicación";1;0
